level,key,class,budget_ms,completed_depth,nodes,nps,ebf_approx,qsearch_ratio,eval_per_node,movegen_per_node,make_unmake_per_node,pseudo_to_legal_ratio,tt_hit_rate,tt_cutoff_rate,tt_store_per_probe,lmr_research_rate,null_research_rate,aspiration_retry_per_iter,futility_pruned,qsearch_see_prune_rate,aborted_iteration_depth
position,closed_04,closed_middlegame,500,5.0,94685.0,193233.0,9.891365,0.8329936103923536,0.958557321645456,2.4677503987910336,113.43437979212813,1.0878542120573986,0.20491649465190467,0.0007881403640457872,0.9987802589604053,0.034482758620689655,0.8095238095238095,0.0,47919.0,0.4438241700689179,6.0
position,closed_04,closed_middlegame,1000,6.0,169321.0,172775.0,7.437925,0.843108094442098,0.9516546403098101,2.4623542492231376,114.6593629850993,1.0983109578940926,0.24454006833023398,0.0015028326774207499,0.9981620032002768,0.041935483870967745,0.7352941176470589,0.0,73609.0,0.4534321727385045,7.0
position,closed_04,closed_middlegame,3000,6.0,524970.0,178560.0,8.981642,0.8551688667923881,0.968759217382755,2.5019201097205555,117.77805207916643,1.0681423475044258,0.09871292051041264,0.0009910609551228103,0.9988757144574673,0.03167420814479638,0.40229885057471265,0.0,211162.0,0.47865500492066543,7.0
position,mid_01,normal_middlegame,100,4.0,17090.0,174377.0,11.433666,0.8741369221767116,0.909713282621416,2.572264482153306,120.10239906377998,1.1467269944920475,0.21922087467842705,0.0,0.9995288352808142,0.0,0.0,0.0,6755.0,0.5306960440660992,5.0
position,mid_01,normal_middlegame,500,5.0,84430.0,172304.0,9.66717,0.8617197678550278,0.9047376524931896,2.496446760630108,116.21423664574203,1.1581079518495039,0.19470011125720643,0.000687771821583898,0.9990290280165874,0.0,0.7,0.0,25425.0,0.5123534297911797,6.0
position,mid_01,normal_middlegame,1000,5.0,189352.0,193214.0,11.361979,0.8451349866914529,0.887220485958271,2.404674971547458,110.63343402763108,1.204638775320752,0.24976788374754388,0.00036706756202362187,0.9993279146451599,0.0,0.7586206896551724,0.0,32039.0,0.5133585558614913,6.0
position,mid_01,normal_middlegame,3000,6.0,531607.0,180818.0,9.000468,0.8617964022294665,0.9190416980965261,2.581958100626967,123.63060682045194,1.1359609231282204,0.14166233243293122,0.00018455446873479522,0.9997063906179219,0.006172839506172839,0.4507042253521127,0.0,403756.0,0.49375443297344157,7.0
position,mid_02,normal_middlegame,100,4.0,16176.0,165054.0,11.277629,0.8749381800197824,0.8582202111613876,2.449740356083086,124.36214144411474,1.2461001318615703,0.22344761448093983,0.006643700787401575,0.9927411417322834,0.0,0.0,0.0,826.0,0.5232723688533567,5.0
position,mid_02,normal_middlegame,500,5.0,84002.0,171431.0,9.657349,0.8613218973230837,0.8691935906287945,2.436394371562582,124.2845984625652,1.2352733372371163,0.23563770972549397,0.0019483230505172335,0.997889316695273,0.10112359550561797,0.2,0.0,39816.0,0.44281314903673996,6.0
position,mid_02,normal_middlegame,1000,6.0,175806.0,180942.0,7.484664,0.844442169209242,0.8682581936907727,2.3472065799802055,117.18709259069657,1.2582264654369724,0.2701003379528962,0.0011003117549972493,0.9986115113567892,0.10112359550561797,0.6111111111111112,0.0,61400.0,0.3889165510154355,0.0
position,mid_02,normal_middlegame,3000,6.0,497928.0,169362.0,8.902823,0.8359562025031732,0.8744236114458315,2.4935934512620297,128.6506723863691,1.2255360227848473,0.16420043489558403,0.00036583197713379196,0.9995175064191891,0.04710144927536232,0.3020833333333333,0.0,583004.0,0.41871463603647596,7.0
position,mid_03,normal_middlegame,100,4.0,17383.0,177364.0,11.482361,0.871368578496232,0.9222228614163263,2.5398377725363863,118.76120347465915,1.1370887136944838,0.21636930048145,0.0,0.9995279901821957,0.0,0.0,0.0,6748.0,0.45832147937411094,5.0
position,mid_03,normal_middlegame,500,5.0,97245.0,198456.0,9.944283,0.8485865219874358,0.8931153272661834,2.4029738108835765,110.85928449049523,1.1931797785894303,0.24887322789477997,0.0006965500286814718,0.9989414111803265,0.0,0.7857142857142857,0.0,33240.0,0.45297638379807914,6.0
position,mid_03,normal_middlegame,1000,6.0,180041.0,183714.0,7.514416,0.8401030876300398,0.8937512798129048,2.3764198154864724,109.69175909931627,1.1973347380740094,0.25613989667792464,0.0006717828433493499,0.9989638603602577,0.006369426751592357,0.7142857142857143,0.0,57607.0,0.45679733295880426,7.0
position,mid_03,normal_middlegame,3000,6.0,530036.0,180283.0,8.991898,0.8394656212030881,0.918137635934163,2.582018957202907,121.50444875442423,1.1451635952586003,0.1419136514480957,0.0001608843732190236,0.9997237440611811,0.010256410256410256,0.3557692307692308,0.0,613868.0,0.4606230390977239,7.0
position,mid_04,normal_middlegame,100,4.0,18526.0,189033.0,11.66663,0.8650005397819281,0.9126093058404404,2.394256720285005,116.75947317283817,1.1322147686428914,0.25595112702759637,0.001790604592374131,0.9975774173161998,0.0,0.0,0.0,7520.0,0.4718520736637221,5.0
position,mid_04,normal_middlegame,500,5.0,97094.0,198149.0,9.941192,0.8320390549364534,0.8935773580241827,2.3089583290419595,113.91278554802562,1.1870810767175493,0.2882630873745328,0.0003996144895512564,0.9989229688597518,0.011494252873563218,0.9166666666666666,0.0,82629.0,0.43462887531115635,6.0
